"","CHR_PCODE","CHR_SYS_SAMPLE_CDE","CHR_SAMPLE_DEL_GRP","CHR_SAMPLE_DEL_GRP_EQUIS","CHR_LAB_ANAL_METHOD_NAME","CHR_ANALYSIS_DATE","CHR_TEST_TYPE","CHR_LAB_MATRIX_CDE","CHR_DILUTION_FACTOR","CHR_PREP_METHOD","CHR_PREP_DATE","CHR_LAB_NAME_CDE","CHR_QC_LEVEL","CHR_LAB_SAMPLE_ID","CHR_SUBSAMPLE_AMT","CHR_SUBSAMPLE_AMT_UNIT","CHR_FINAL_VOLUME","CHR_FINAL_VOLUME_UNIT","CHR_CAS_RN","CHR_RESULT_VALUE","CHR_RESULT_TYPE_CDE","CHR_REPORTABLE_RESULT","CHR_DETECT_FLAG","CHR_QLFR_SRC","CHR_LAB_QUAL","CHR_VALIDATED_YN","CHR_VALIDATION_DATE","CHR_VALIDATOR_QUAL","CHR_VALIDATOR_QUAL_EXPLN","CHR_METHOD_DETECT_LIMIT","CHR_REPORTING_DETECT_LIMIT","CHR_QUANTITATION_LIMIT","CHR_DETECTION_LIMIT_UNIT","CHR_LAB_VALIDATION_LEVEL","CHR_RESULT_COMMENT","CHR_QC_ORIG_CONC","CHR_QC_SPIKE_ADDED","CHR_QC_SPIKE_MEASURED","CHR_QC_SPIKE_RECOVERY","CHR_QC_DUP_ORIG_CONC","CHR_QC_DUP_SPIKE_ADDED","CHR_QC_DUP_SPIKE_MEASURED","CHR_QC_DUP_SPIKE_RECOVERY","CHR_QC_RPD","CHR_QC_SPIKE_LCL","CHR_QC_SPIKE_UCL","CHR_QC_RPD_CL","CHR_QC_SPIKE_STATUS","CHR_QC_DUP_SPIKE_STATUS","CHR_QC_RPD_STATUS","CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP_EQUIS","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CHEM_PARAMETER_PCODE","CHEM_PARAMETER_NAME","CHEM_PARAMETER_UNIT","CHEM_PARAMETER_UNIT_NOSP","CHEM_PARAMETER_FRACTION","CHEM_PARAMETER_SOURCE","CHEM_PARAMETER_NOTES"
"21391",12,"09-BLAH-4.2-06252019-W","R1905962","","E200.8","07/08/2019 12:09:00","initial","WS",1,"E200.0","07/02/2019 00:00:00","ALSRNY","quant","R1905962-009",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-BLAH-4.2","06/25/2019","N","ALSRNY","09-BLAH-4.2-06252019-W","WS","N","N","Field","","","06/25/2019 14:30:00","06/26/2019","09-BLAH-4.2","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21432",12,"10-ROUT-1.3-07192018-WS","R1806839","","E200.8","07/24/2018 15:16:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806839-006",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-ROUT-1.3","07/19/2018","N","ALSRNY","10-ROUT-1.3-07192018-WS","WS","N","N","Field","","","07/19/2018 15:00:00","07/20/2018","unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21460",12,"10-TWOB-1.3-07182018-WS","R1806798","","E200.8","07/30/2018 20:13:00","initial","WS",1,"E200.0","07/25/2018 00:00:00","ALSRNY","quant","R1806798-010",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-TWOB-1.3","07/18/2018","N","ALSRNY","10-TWOB-1.3-07182018-WS","WS","N","N","Field","","","07/18/2018 12:30:00","07/20/2018","unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21496",12,"14-WILL-14.5-08212019-W","R1907964","","E200.8","09/03/2019 14:20:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907964-010",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-WILL-14.5","08/21/2019","N","ALSRNY","14-WILL-14.5-08212019-W","WS","N","N","Field","","","08/21/2019 15:15:00","08/22/2019","14-WILL-14.5","","081919CO2W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21500",12,"06-PONY-0.2-08082018-WS","R1807620","","E200.8","08/14/2018 18:30:00","initial","WS",1,"E200.0","08/13/2018 00:00:00","ALSRNY","quant","R1807620-002",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-PONY-0.2","08/08/2018","N","ALSRNY","06-PONY-0.2-08082018-WS","WS","N","N","Field","","","08/08/2018 10:15:00","08/09/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21508",12,"09-INDN-2.0-09172019-W","R1908960","","E200.8","09/26/2019 13:22:00","initial","WS",1,"E200.0","09/25/2019 00:00:00","ALSRNY","quant","R1908960-008",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-INDN-2.0","09/17/2019","N","ALSRNY","09-INDN-2.0-09172019-W","WS","N","N","Field","","","09/17/2019 13:45:00","09/19/2019","09-INDN-2.0","","091619C02W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21538",12,"14-NEVR-8.9-10152018-WS","R1809999","","E200.8","10/25/2018 11:33:00","initial","WS",1,"E200.0","10/24/2018 00:00:00","ALSRNY","quant","R1809999-003",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-NEVR-8.9","10/15/2018","N","ALSRNY","14-NEVR-8.9-10152018-WS","WS","N","N","Field","","","10/15/2018 12:10:00","10/16/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21556",12,"09-WCRNB-2.5-09172019-W","R1908960","","E200.8","09/26/2019 13:29:00","initial","WS",1,"E200.0","09/25/2019 00:00:00","ALSRNY","quant","R1908960-010",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-WCRNB-2.5","09/17/2019","N","ALSRNY","09-WCRNB-2.5-09172019-W","WS","N","N","Field","","","09/17/2019 14:50:00","09/19/2019","09-WCRNB-2.5","","091619C02W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21639",12,"10-SMIB-0.5-07192018-WS","R1806839","","E200.8","07/24/2018 15:07:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806839-003",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-SMIB-0.5","07/19/2018","N","ALSRNY","10-SMIB-0.5-07192018-WS","WS","N","N","Field","","","07/19/2018 11:00:00","07/20/2018","unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21648",12,"11-UHUD-42.5-04172018-WS","R1803476","","E200.8","04/25/2018 16:22:00","initial","WS",1,"E200.0","04/24/2018 00:00:00","ALSRNY","quant","R1803476-003",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-42.5","04/17/2018","N","ALSRNY","11-UHUD-42.5-04172018-WS","WS","N","N","Field","","","04/17/2018 12:00:00","04/18/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21669",12,"14-EDEL-1.2-08212019-W","R1907960","","E200.8","09/04/2019 13:41:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1907960-013",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-EDEL-1.2","08/21/2019","N","ALSRNY","14-EDEL-1.2-08212019-W","WS","N","N","Field","","","08/21/2019 12:30:00","08/22/2019","14-EDEL-1.2","","081919CO3W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21716",12,"07-SUKE-0.3-08122019-W","R1907624","","E200.8","08/27/2019 10:32:00","initial","WS",1,"E200.0","08/19/2019 00:00:00","ALSRNY","quant","R1907624-015",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SUKE-0.3","08/12/2019","N","ALSRNY","07-SUKE-0.3-08122019-W","WS","N","N","Field","","","08/12/2019 15:00:00","08/13/2019","07-SUKE-0.3","","081219COW","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21753",12,"10-HALF-0.2-09052019-W","R1908632","","E200.8","09/18/2019 12:11:00","initial","WS",1,"E200.0","09/16/2019 00:00:00","ALSRNY","quant","R1908632-002",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-HALF-0.2","09/05/2019","N","ALSRNY","10-HALF-0.2-09052019-W","WS","N","N","Field","","","09/05/2019 09:45:00","09/06/2019","10-HALF-0.2","","090219CO1W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21784",12,"07-GROU-1.5-06182019-W","R1905658","","E200.8","06/26/2019 11:32:00","initial","WS",1,"E200.0","06/25/2019 00:00:00","ALSRNY","quant","R1905658-011",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-GROU-1.5","06/18/2019","N","ALSRNY","07-GROU-1.5","WS","N","N","Field","","","06/18/2019 14:00:00","06/19/2019","07-GROU-1.5","","061719C01W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21819",12,"08-BLCK-84.5-04172019-WS","R1903324","","E200.8","04/24/2019 12:22:00","initial","WS",1,"E200.0","04/22/2019 00:00:00","ALSRNY","quant","R1903324-011",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","08-BLCK-84.5","04/17/2019","N","ALSRNY","08-BLCK-84.5-04172019-WS","WS","N","N","Field","","","04/17/2019 09:00:00","04/18/2019","08-BLCK-84.5","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21847",12,"09-GRAS-7.8-06102019-WS","R1905328","","E200.8","06/24/2019 11:25:00","initial","WS",1,"E200.0","06/18/2019 00:00:00","ALSRNY","quant","R1905328-005",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAS-7.8","06/10/2019","N","ALSRNY","09-GRAS-7.8-06102019-WS","WS","N","N","Field","","","06/10/2019 11:00:00","06/11/2019","09-GRAS-7.8","","061019R6W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21904",12,"10-GULB-0.6-07182018-WS","R1806697","","E200.8","07/24/2018 12:35:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-013",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-GULB-0.6","07/18/2018","N","ALSRNY","10-GULB-0.6-07182018-WS","WS","N","N","Field","","","07/18/2018 11:30:00","07/20/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21918",12,"11-UHUD-267.8-04172018-WS","R1803476","","E200.8","04/25/2018 16:14:00","initial","WS",1,"E200.0","04/24/2018 00:00:00","ALSRNY","quant","R1803476-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-267.8","04/17/2018","N","ALSRNY","11-UHUD-267.8-04172018-WS","WS","N","N","Field","","","04/17/2018 09:00:00","04/18/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21951",12,"10-SABL_E-17.2-07182018-WS","R1806697","","E200.8","07/24/2018 12:26:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-010",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-SABL_E-17.2","07/18/2018","N","ALSRNY","10-SABL_E-17.2-07182018-WS","WS","N","N","Field","","","07/18/2018 09:30:00","07/20/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21967",12,"10-BOQT-23.2-07172018-WS","R1806697","","E200.8","07/24/2018 12:14:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-003",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-BOQT-23.2","07/17/2018","N","ALSRNY","10-BOQT-23.2-07172018-WS","WS","N","N","Field","","","07/17/2018 12:00:00","07/18/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"21977",12,"09-RAQU-21.9-09112019-W","R1908761","","E200.8","09/26/2019 11:44:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-008",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-RAQU-21.9","09/11/2019","N","ALSRNY","09-RAQU-21.9-09112019-W","WS","N","N","Field","","","09/11/2019 15:45:00","09/12/2019","09-RAQU-21.9","","090919C03W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22048",12,"03-SALM-12.0-06102019-WS","R1905330","","E200.8","06/24/2019 11:30:00","initial","WS",1,"E200.0","06/18/2019 00:00:00","ALSRNY","quant","R1905330-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","03-SALM-12.0","06/10/2019","N","ALSRNY","03-SALM-12.0-06102019-WS","WS","N","N","Field","","","06/10/2019 13:00:00","06/11/2019","03-SALM-12.0","","061019R7W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22095",12,"14-DRBR-2.1-08222019-W","R1908139","","E200.8","09/04/2019 12:12:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1908139-007",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-DRBR-2.1","08/22/2019","N","ALSRNY","14-DRBR-2.1-08222019-W","WS","N","N","Field","","","08/22/2019 10:15:00","08/23/2019","14-DRBR-2.1","","081919CO3W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22105",12,"09-CEDL-0.1-09112019-W","R1908759","","E200.8","09/20/2019 16:27:00","initial","WS",1,"E200.0","09/16/2019 00:00:00","ALSRNY","quant","R1908759-009",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-CEDL-0.1","09/11/2019","N","ALSRNY","09-CEDL-0.1-09112019-W","WS","N","N","Field","","","09/11/2019 15:10:00","09/12/2019","09-CEDL-0.1","","090919C01W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22114",12,"03-SALM-12.0-06112018-WS","R1805374","","E200.8","06/20/2018 15:59:00","initial","WS",1,"E200.0","06/19/2018 00:00:00","ALSRNY","quant","R1805374-005",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","03-SALM-12.0","06/11/2018","N","ALSRNY","03-SALM-12.0-06112018-WS","WS","N","N","Field","","","06/11/2018 10:00:00","06/12/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22130",12,"10-NICO-1.0-07182018-WS","R1806696","","E200.8","07/24/2018 13:46:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806696-008",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-NICO-1.0","07/18/2018","N","ALSRNY","10-NICO-1.0-07182018-WS","WS","N","N","Field","","","07/18/2018 14:30:00","07/20/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22135",12,"10-SABL-7.6-07172018-WS","R1806697","","E200.8","07/24/2018 12:19:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-006",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-SABL-7.6","07/17/2018","N","ALSRNY","10-SABL-7.6-07172018-WS","WS","N","N","Field","","","07/17/2018 15:30:00","07/18/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22179",12,"10-JONS-0.8-07182018-WS","R1806697","","E200.8","07/24/2018 12:39:00","initial","WS",1,"E200.0","07/23/2018 00:00:00","ALSRNY","quant","R1806697-015",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-JONS-0.8","07/18/2018","N","ALSRNY","10-JONS-0.8-07182018-WS","WS","N","N","Field","","","07/18/2018 13:30:00","07/20/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22249",12,"09-BLAH-4.2-10102019-WS","R1909988","","E200.8","10/23/2019 11:34:00","initial","WS",1,"E200.0","10/22/2019 00:00:00","ALSRNY","quant","R1909988-003",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-BLAH-4.2","10/10/2019","N","ALSRNY","09-BLAH-4.2-10102019-WS","WS","N","N","Field","","","10/10/2019 10:30:00","10/11/2019","09-BLAH-4.2","","100719C02W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22265",12,"08-BLCK-8.0-06102019-WS","R1905328","","E200.8","06/24/2019 11:10:00","initial","WS",1,"E200.0","06/18/2019 00:00:00","ALSRNY","quant","R1905328-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","08-BLCK-8.0","06/10/2019","N","ALSRNY","08-BLCK-8.0-06102019-WS","WS","N","N","Field","","","06/10/2019 07:00:00","06/11/2019","08-BLCK-8.0","","061019R6W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22279",12,"07-SKAT_T2-0.1-07312018-WS","R1807213","","E200.8","08/13/2018 14:48:00","initial","WS",1,"E200.0","08/10/2018 00:00:00","ALSRNY","quant","R1807213-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SKAT_T2-0.1","07/31/2018","N","ALSRNY","07-SKAT_T2-0.1-07312018-WS","WS","N","N","Field","","","07/31/2018 11:00:00","08/01/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22306",12,"14-FSED-0.1-08212019-W","R1908139","","E200.8","09/04/2019 12:00:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1908139-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-FSED-0.1","08/21/2019","N","ALSRNY","14-FSED-0.1-08212019-W","WS","N","N","Field","","","08/21/2019 14:10:00","08/23/2019","14-FSED-0.1","","081919CO3W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22310",12,"10-SARA-0.4-04182018-WS","R1803476","","E200.8","04/25/2018 16:31:00","initial","WS",1,"E200.0","04/24/2018 00:00:00","ALSRNY","quant","R1803476-011",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-SARA-0.4","04/18/2018","N","ALSRNY","10-SARA-0.4-04182018-WS","WS","N","N","Field","","","04/18/2018 14:00:00","04/19/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22311",12,"14-DELA-1.3-06132018-WS","R1805462","","E200.8","06/20/2018 15:32:00","initial","WS",1,"E200.0","06/19/2018 00:00:00","ALSRNY","quant","R1805462-005",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-DELA-1.3","06/13/2018","N","ALSRNY","14-DELA-1.3-06132018-WS","WS","N","N","Field","","","06/13/2018 00:00:00","06/14/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22319",12,"09-RAQU-12.8-09112019-W","R1908761","","E200.8","09/26/2019 11:40:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-006",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.32,0.32,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-RAQU-12.8","09/11/2019","N","ALSRNY","09-RAQU-12.8-09112019-W","WS","N","N","Field","","","09/11/2019 13:45:00","09/12/2019","09-RAQU-12.8","","090919C03W","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
"22346",12,"06-OTTC-0.2-08082018-WS","R1807620","","E200.8","08/14/2018 18:28:00","initial","WS",1,"E200.0","08/13/2018 00:00:00","ALSRNY","quant","R1807620-001",10,"mL",10,"mL","7440-38-2",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.39,0.39,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-OTTC-0.2","08/08/2018","N","ALSRNY","06-OTTC-0.2-08082018-WS","WS","N","N","Field","","","08/08/2018 08:15:00","08/09/2018","Unknown","","","NYSDEC","",12,"ARSENIC","µg/L","ug/L","TOTAL","LAB",""
